0,0,2,1,4,2,0,0,1,1020,3,0,1020,1,2,3,0,1017,2,1,4,3,3,2,0,9,1015,0,6,3,8,1019,3,1017,3,1020,1017,1,1,2,1020,2,1,1019,9,5,1019,0,3,1,3,3,1020,4,2,1,3,6,1,0,5,1019,1020,2,6
3,0,1018,6,3,1,1019,3,1,1017,1019,1019,1019,1018,1020,1017,0,1014,1020,1020,1018,1018,1016,1020,4,1017,1013,1018,1015,1017,1020,1019,1016,1,1015,1020,1020,1017,1,1019,1017,1017,1016,1017,1020,2,1012,0,0,2,1019,1019,1018,9,2,1018,6,1017,1016,1019,1014,1,1017,1017,1017
5,0,1020,4,0,4,6,7,1,1020,1016,1018,3,1,1,5,1016,6,2,2,0,3,1,3,5,2,1020,2,1,4,3,10,6,1,3,1020,3,1017,3,6,6,3,1,3,2,4,1020,1,2,5,5,1017,1020,3,0,4,9,1018,1020,0,1019,3,1,3,1
1015,0,1018,1018,1012,1015,1015,1014,1017,1017,1019,1014,1017,1018,1014,1018,1018,1020,1018,1014,1012,1018,1013,1013,1017,1018,1019,1018,1017,1017,1016,1015,1018,1016,1017,1015,1014,1019,1017,1018,1014,1018,1018,1018,1015,1015,1017,1019,1017,1018,1,1017,1012,1014,1017,1018,1019,1014,1013,1016,1018,1015,1016,1013,1
2,0,5,1018,1018,0,1017,1,1015,1016,1019,0,0,1,4,1020,4,3,2,9,5,0,1020,1018,1019,1020,1019,1018,1016,0,6,1020,1015,1,1020,1019,1018,1020,1,4,1019,1018,1020,2,4,1,4,1020,1020,1,1017,1018,1019,1019,1018,1018,1020,1020,1019,0,1017,1020,5,1,2
1020,0,0,1018,0,1,1018,1020,2,2,0,0,1,0,1019,1,1020,1,8,1014,1016,1019,1,2,2,1019,1,1020,2,6,1019,1020,1017,1016,1019,1,3,1014,1017,1020,2,1019,1018,1,1016,1019,1018,1,1020,1017,0,3,0,1019,1019,2,2,1019,1018,1016,4,1018,4,1019,1020
1018,0,5,2,1018,1,1019,1019,1016,0,1020,1020,7,3,2,3,1015,0,1017,3,1018,1018,1016,5,2,1017,1020,1017,1017,3,2,2,1018,1019,1,8,1018,0,0,4,5,2,3,5,2,5,1017,1018,1018,1020,1,1013,1018,1,1,1018,1,2,3,1019,1019,1015,3,1016,4
1012,0,1013,1016,1014,1009,1011,1015,1015,1014,1012,1010,1014,1015,1012,1017,1016,1020,1015,1007,1010,1011,1018,1017,1007,1012,1015,1012,1016,0,1010,1013,1017,1015,1010,2,1015,1010,1014,1015,1013,1015,1016,1012,1011,1015,1013,1015,1011,1015,1013,1019,1018,1015,1017,1016,1018,1012,1009,1015,1014,1012,1016,1016,1012
1020,0,1008,1014,2,1017,1016,1014,1019,1014,1018,1017,1019,1020,1019,1019,1013,1015,1017,1017,1019,1015,1019,1018,1017,1017,1018,1018,1019,0,1019,1017,0,1019,1019,1019,2,1017,1019,1020,1020,1013,1015,1019,1016,1019,1019,1019,1018,1019,1015,1015,1014,2,1013,1017,2,1014,1019,1009,1015,1018,1016,1018,1010
6,0,12,3,6,8,5,1,6,5,4,3,5,11,7,4,8,5,8,5,7,6,8,6,11,8,6,6,4,6,5,4,4,6,8,7,4,0,5,1,3,7,7,5,5,9,4,5,1019,6,5,13,6,12,8,4,1020,9,1,2,4,3,3,6,4
1015,0,4,1,0,1,2,4,4,1017,1020,1019,2,1018,1018,1020,1019,1,7,1,5,1,1018,1017,1,1018,1020,1016,1020,1020,1016,2,1018,1020,1,1018,1,1016,1015,2,1020,1020,1016,4,4,1014,1,1,2,1020,3,3,1016,1017,0,0,4,1020,5,1,0,1019,1019,2,1016
1017,0,0,1020,1019,1018,1018,1017,1017,1011,1018,1013,1020,3,1,1,0,3,0,1018,1019,1020,1017,1017,1013,1018,1015,1018,1,1017,1020,1019,1014,1019,3,4,0,1018,1,1017,2,1017,1018,2,1020,1019,1016,1015,1014,1019,1019,1,0,1019,0,1020,1017,1018,1015,1016,1019,0,5,1019,0
1020,0,1019,1019,3,4,0,1,1020,2,2,1,1019,1014,1019,1015,1020,7,1,0,1,5,0,1,1016,4,1019,3,3,2,1017,0,0,1018,1015,1017,4,1017,4,1016,1,3,1019,1020,1016,0,2,0,1017,1018,1015,1019,1019,0,1020,4,1020,1017,1018,4,1016,1019,1019,0,1020
1017,0,1012,5,1018,4,1015,1017,1020,4,1020,1020,0,1014,1017,1,1017,1019,1018,1019,1017,1011,1019,1015,1018,1019,1020,1016,1015,1019,1012,5,1020,1016,0,2,1,2,1019,1017,1018,1016,1020,1020,1011,1016,1019,1014,1014,1019,4,1018,5,3,1017,1016,1019,1015,0,1018,2,1,1020,1018,1019
1011,0,0,1014,1016,1017,1020,1018,1010,1013,1016,1013,1014,1013,1014,1017,1014,1013,1010,1009,1018,1016,1016,1017,1017,1013,1017,1017,1011,1014,1013,1015,1018,1017,1012,1017,1014,1014,1011,1017,1008,1012,1011,1016,1019,1014,1015,1013,1010,1015,1015,0,1018,1015,1015,1015,1015,1018,1014,1017,1016,1013,1014,1014,1019
4,0,0,6,4,1020,4,3,3,4,2,0,0,5,1,5,4,4,7,0,0,1020,1,1018,2,4,7,7,5,3,5,8,1018,1,1,1,1018,3,1,5,9,5,1020,7,5,3,4,4,2,1,8,6,5,1,1,1018,5,1,1,0,3,3,0,5,1018
1013,0,1018,1015,1017,1017,2,1013,1014,1,0,1016,1016,1019,1017,1015,1020,1020,1020,1012,1019,1014,1015,1017,0,0,1011,1017,1017,1018,1020,0,1019,1014,1016,1018,1017,1014,1016,1019,1018,1018,1012,1015,1,3,1017,1016,1015,1016,1016,1016,1020,1020,0,1018,2,4,1018,4,0,1013,1008,1015,1019
4,0,0,9,3,1,5,5,2,7,4,5,0,3,5,8,1019,5,6,7,8,7,1016,5,1020,1019,4,5,3,1,11,5,8,6,0,1,1020,1019,7,1,2,0,4,4,1020,5,1,1,1018,2,2,6,3,2,4,6,3,0,1020,0,2,2,1,6,3
0,0,1017,1015,1018,2,1018,1017,3,1020,1016,1,1016,0,1020,6,1018,1014,0,1014,1020,2,1016,1019,1009,3,1,1015,2,1018,1020,1015,1019,1017,1015,1017,1020,1016,1018,2,5,2,1018,1020,3,2,0,1019,1018,1017,1019,0,2,1018,6,0,1020,1017,3,1016,7,1018,1011,1017,1013
1017,0,1018,1019,1016,1,0,0,0,4,1015,1020,0,0,1,1,0,1020,3,0,2,6,1020,1017,1020,1019,2,4,1014,1018,1018,1020,0,1019,1013,1018,1020,1015,0,1020,3,0,1016,1016,4,0,0,1017,2,1019,0,3,3,1019,1020,0,4,1020,1017,1014,1018,1016,1019,1020,1019
1014,0,1017,1018,1018,1020,1020,0,1019,1019,1012,1,1017,1017,1,1020,1020,2,1,1020,1014,0,0,8,1019,1017,1,0,1017,3,1,1017,1014,1019,1019,1019,2,1019,1016,1013,1020,1,1020,0,1016,1015,1018,2,1017,1015,1018,1016,1015,1015,4,1020,1019,4,1020,1014,0,1019,1019,3,1016
1016,0,2,1017,1018,1016,1,1018,1017,1017,1019,1015,1,1020,1016,1015,1019,2,0,1016,1,1020,1017,1018,1020,1015,1018,4,1018,2,1020,1020,1014,1019,2,1019,1019,1014,1018,0,1019,1018,1020,1,1017,1020,1017,1019,1020,1019,1020,0,1020,1014,1020,1017,1016,1018,1017,1017,1018,1015,4,1017,1016
1018,0,1015,1018,1014,1018,1015,1012,1016,1016,0,1,1017,1015,1017,1012,1015,1011,1018,1017,1016,1017,1019,1017,1020,0,1012,1020,1015,1018,1019,1014,1020,1016,1015,1,1020,1013,1018,1018,1016,1017,0,1019,1016,1014,1015,1009,1017,1017,1020,1018,1010,1015,1015,1016,1016,0,1014,1013,1014,1019,1013,1017,1015
3,0,2,1020,0,2,1019,4,5,1,1018,3,4,1020,1019,4,1017,1018,1014,1,1012,6,0,0,0,1020,1020,1,3,2,1,1018,1020,1018,1,1016,3,1019,7,5,2,1,4,1016,3,2,1018,2,5,1019,1019,1016,1018,4,3,1018,2,1017,4,4,7,0,1,1019,4
1015,0,1016,1009,3,1017,1,4,1018,1018,2,1020,1013,1015,1016,1017,1012,1,1019,1018,0,1017,1017,1019,1020,1019,0,1017,1020,1016,1015,1015,1020,1019,1017,1017,1019,1014,0,1016,1014,1017,1014,1,1019,1016,4,1018,1,1016,1019,1016,1019,1016,1015,1017,3,0,1017,1014,1017,1019,1019,1019,1018
1017,0,1015,1017,1018,1018,1014,1020,1017,1019,1019,1015,1020,1018,1018,1016,1017,1018,0,1020,5,1017,1020,1009,4,1019,1020,3,1018,4,1020,1016,1020,1,5,1016,0,0,1020,1019,1012,0,0,0,1017,1,1014,1016,1020,1019,1015,1014,1017,1018,1019,1017,1014,1017,2,1014,1012,3,1017,1020,3
0,0,1015,6,1016,1,4,1020,1020,1018,2,1019,0,1020,1017,0,1,1019,2,1020,1,1,1016,1,0,8,2,10,2,1018,1,3,3,1019,1018,1,0,2,0,1016,1019,1018,1,0,2,1017,3,7,0,2,7,1017,1,1,0,1019,1,1,1019,1018,1018,1018,9,1016,1015
7,0,6,1020,1019,2,1015,1019,1018,1018,1018,1015,3,6,7,1,3,0,1,1018,3,1020,1020,1017,0,4,1019,0,1017,2,3,0,1018,1020,0,1018,1020,3,0,1016,4,4,2,1020,1020,1011,1020,1,1,1018,1018,1018,0,0,2,3,1019,2,3,4,1015,1,3,2,1016
1017,0,1,1019,1,1019,1015,1020,1020,1017,1014,1019,1013,1015,1018,1017,2,1020,1012,1016,1016,1018,1013,1013,1015,1012,0,1013,1017,1018,1014,1014,1016,1016,1019,1020,1012,1015,2,1018,1020,1020,1010,1012,1018,1018,1018,1018,1,1014,0,1020,1014,1019,1018,1017,0,1013,1015,1020,1014,1018,1016,1017,1014
4,0,2,1,3,3,5,1019,2,8,3,2,1020,7,1016,5,6,1017,2,5,1020,1020,2,4,5,1019,1,2,6,1020,3,4,4,5,4,5,0,2,1,3,0,4,1020,1020,0,1020,1016,8,4,3,5,1012,2,1020,1019,7,4,0,2,1017,4,11,1020,2,0
1019,0,1,2,0,1,1020,0,1020,1013,1020,5,1,1018,2,1020,1017,1017,5,1019,1018,1017,2,1020,1014,0,1,4,2,1018,1,5,1,3,2,1014,0,5,3,1020,1019,2,1018,1020,1020,0,1020,4,0,1020,1016,1,4,1020,0,1,2,1,7,1019,2,1,1018,4,1
6,0,6,1016,0,0,1020,1017,4,0,1020,2,1020,0,1020,1018,1018,1018,1,0,3,1020,3,1018,1020,5,1018,1018,1018,0,5,2,0,1017,1,1016,0,2,1020,0,0,1020,1,3,1,1020,6,1017,1,0,4,1020,0,1018,2,3,1019,1016,1020,0,0,1019,2,0,4
1017,0,1017,1019,1020,1018,2,1016,1,1017,1012,1019,0,1015,1019,1018,1019,1020,1017,1018,1018,1018,3,0,1,1016,1,3,1019,1015,1019,1020,1018,1019,1019,1018,1015,1017,1017,1015,7,1020,2,1018,2,0,0,1017,1018,1014,0,1,1017,2,4,1015,1018,0,5,0,1019,3,2,0,0
9,0,5,4,12,11,8,1,8,7,11,1,10,4,10,7,6,8,3,5,6,5,12,5,7,8,12,4,2,4,8,7,5,6,8,4,3,7,1,8,6,10,7,9,3,10,10,6,7,7,5,5,4,10,2,6,5,4,8,7,5,4,5,5,5
1020,0,3,1019,2,1020,0,1016,1019,1012,1,4,1013,1020,1017,1018,1019,1,1018,1017,4,5,1020,1018,2,1017,1016,1012,0,0,1020,5,1018,4,1,1018,1015,1020,1017,1020,0,0,1020,1019,1,1017,1019,1019,1019,1018,1018,0,1019,0,1019,1019,3,1,1019,2,1018,2,8,0,1018
1020,0,4,6,3,6,1,1019,1,3,4,9,9,7,7,1,1018,8,1,0,7,8,5,5,5,2,4,1016,2,5,2,6,4,2,2,8,5,2,0,8,1020,0,1017,5,6,1,1019,5,6,5,2,9,2,6,2,2,1018,3,0,4,1018,8,0,1,1
2,0,1019,1019,0,0,1020,1019,1020,1019,1013,1,1019,1,3,1,1020,1018,1016,1017,1017,1017,3,0,1014,1020,1020,1,1018,1,1016,0,1020,0,1018,1019,1017,1020,1017,2,1019,0,1017,1018,1012,1020,1018,5,1017,1019,1015,1018,1017,4,1016,0,1012,4,1020,1018,1019,1015,1019,1015,1015
0,0,1015,0,1020,4,2,0,1018,1018,1018,1018,3,1017,1,5,0,0,0,0,1014,1017,1,2,1018,1,1020,3,2,1020,1016,1018,6,1020,5,1020,1020,1015,2,1019,2,1,1020,1018,1,1019,6,0,1,1,1019,1016,3,2,1016,1017,5,2,1018,5,5,2,1,1018,2
1016,0,1015,1020,1017,1020,0,1018,0,3,1,1019,0,1020,1018,0,1019,1017,2,0,1,0,1017,1017,1018,1016,1014,1016,2,1017,1017,1015,1019,1020,2,1017,1016,1019,1016,0,1019,1016,2,1019,1018,1016,3,2,1,1020,3,1017,1018,1016,1015,1016,1019,1020,1,1018,0,1016,1,1016,1019
1014,0,1015,1020,1019,1016,1015,1011,1016,1017,1014,1020,1018,1017,1016,1013,1013,1019,1015,1018,1017,1016,1012,1019,1015,1,1011,1015,1020,1020,1017,1019,1014,1014,1016,1014,1019,1017,1018,1014,1013,1018,1013,1015,1015,1017,1011,1012,1014,1019,1013,1013,1017,1017,1013,1010,1017,1020,1016,1014,1019,1017,1013,1018,1013
1016,0,1014,1012,1016,1016,1016,1019,1017,1017,1019,1014,1013,1018,1015,1014,1016,1016,1018,1010,1015,1,1020,1018,1011,1015,1012,1012,1015,1013,1010,1014,1016,1014,1011,1013,1013,1018,1017,1018,1016,1019,1020,1014,0,1018,1014,1009,1018,1010,1012,1016,1018,1020,1016,1014,1019,1008,0,1014,1020,1017,1015,1012,1017
3,0,7,0,4,5,8,0,1019,8,5,2,4,8,5,1,7,0,1020,7,12,1019,1,0,4,3,0,7,3,1019,4,5,5,1,5,2,4,1020,0,1,1,2,5,1020,6,5,2,1,7,1,6,6,2,1020,8,2,1,4,5,4,6,4,1,2,7
9,0,8,7,0,8,6,9,8,7,6,7,1,3,4,7,1,3,7,0,9,4,5,10,8,5,8,3,8,5,8,4,10,2,7,5,0,0,3,2,6,7,5,3,10,4,3,2,6,1,11,7,6,10,5,5,8,3,5,12,9,4,10,13,8
1020,0,3,4,5,3,0,1020,2,1,0,1020,1,3,3,13,1,1,1020,3,1019,3,4,2,1020,5,2,3,2,6,0,5,1017,7,2,6,4,5,2,9,3,1,7,1,1019,0,1,10,0,8,1,3,7,2,2,2,4,3,9,1015,4,0,7,6,4
1018,0,1019,1017,6,1,1,1016,1,1016,5,1,3,1,1,1,0,1018,3,4,0,2,3,1014,1019,6,1,1018,1017,3,0,0,3,0,4,1,1019,1020,4,1015,0,4,3,1,1018,8,1019,4,1020,3,1016,0,5,1,0,1016,1019,3,0,5,1,1020,1,1020,2
4,0,2,3,7,8,5,4,8,3,4,7,1,5,1,2,1016,0,4,10,4,2,4,7,1,4,3,1,5,7,3,10,4,2,7,4,2,6,2,3,4,6,4,5,7,5,5,7,6,4,5,2,2,3,14,4,3,3,1,9,1,2,5,5,4
1018,0,1015,1019,1012,1019,1016,1017,1016,1017,1018,1014,1,2,1019,1020,1017,1017,1,1019,1019,1020,1019,1018,1014,1020,1020,1020,1013,0,1020,1018,1017,4,1018,1014,1017,1015,2,1020,1019,1018,1019,1018,1020,1014,1016,1016,1019,0,1018,1014,0,1016,1017,1020,1014,1016,1019,1016,1018,0,1015,1015,1018
1014,0,1009,1016,1,1016,1013,1012,1016,0,1009,1012,1020,1013,1016,1020,1012,1014,1018,1018,1015,1013,1018,1018,1016,1017,1014,1018,1014,1015,1017,1014,1015,1012,1013,1014,1017,1020,1012,1013,1011,1019,1018,1015,1006,1011,1012,1008,1013,1017,1009,1020,1017,1019,1016,1019,1012,1013,1016,1016,1016,1010,1019,1018,1008
1019,0,1020,1020,0,6,8,7,4,6,4,8,5,2,1020,1,6,2,2,1,5,3,9,3,3,6,1,3,1,1020,3,2,0,8,3,2,1,1017,1017,3,3,2,0,7,1018,1020,8,4,1,1018,4,6,6,1018,1019,6,1019,3,0,7,5,0,2,0,1012
1015,0,5,2,5,1,1018,3,5,7,7,5,1017,2,1,9,1,1020,4,3,1020,1,9,8,1,4,6,0,6,4,0,3,5,10,1018,2,1,4,3,0,3,5,4,1,8,2,0,1020,4,9,1,5,2,7,6,5,4,0,5,1019,2,3,7,5,4
1015,0,1020,7,2,4,3,0,7,5,1,0,1,0,4,0,0,3,2,0,1020,0,5,1,1017,7,1,7,6,1,9,4,5,7,4,6,5,4,1017,0,7,6,6,6,4,6,8,4,7,2,0,0,3,0,7,7,1020,8,2,2,2,2,6,1020,7
3,0,1018,4,1020,1020,1,6,1018,0,1019,0,2,1,1018,1020,1015,1014,1,1017,1018,1,1019,1,1020,0,1019,0,1020,3,7,1016,1013,4,4,1016,1017,1020,1020,2,1020,0,0,4,1015,1,0,0,1019,1,1017,3,6,1015,1018,4,1019,1013,2,1020,1019,0,1016,1017,1
0,0,4,1,1020,2,4,0,1,3,4,2,1,6,1,3,7,4,4,1017,0,1,1020,5,1018,3,3,1,8,1019,0,1020,1,6,6,4,0,1020,6,9,2,0,1,2,4,4,1,1,2,1,4,1,1019,1,3,5,3,1020,4,1,6,0,3,1018,4
3,0,6,5,5,4,7,8,1020,5,2,4,1,1,1,3,8,6,7,12,1,4,7,2,3,6,6,4,1,5,5,4,6,3,9,6,4,5,3,4,6,2,6,5,1020,2,9,8,7,7,6,6,1,1,7,1016,1019,2,5,5,12,3,1,2,4
2,0,2,7,6,1020,8,9,2,7,4,3,4,7,1019,4,1,1,1019,10,12,6,1020,0,11,5,5,3,5,5,1,1,5,5,0,1,6,7,1,1016,2,2,9,9,8,0,7,4,2,8,2,8,7,4,8,8,6,8,3,5,10,7,1018,9,2
1015,0,1014,1018,1018,1019,1019,1019,1018,1010,1018,1020,0,1012,1016,0,1013,1013,1013,1015,1018,1011,1014,1016,2,1014,1020,1018,1020,1020,1011,1018,0,2,1019,1018,1017,1016,1014,1019,1016,1013,1016,1017,1016,1015,1018,1015,1017,1014,1016,1019,0,1019,1013,1016,1017,4,1019,1014,1019,1019,1016,1013,1014
0,0,2,7,1020,4,1019,1014,1018,1019,1019,1015,1014,1,0,1020,2,4,0,1015,5,1,1019,5,1020,1020,6,0,1017,1018,2,1019,1018,2,1019,4,2,1016,1,1019,0,5,1,8,1019,0,7,4,1,1018,1020,1020,3,1,1016,1019,1017,5,1015,0,4,1,1015,2,0
1020,0,1017,0,1017,1020,1018,1019,1019,1013,1016,1016,1018,1013,1016,1017,1015,3,1015,1013,1018,1013,2,1013,1020,1015,1016,0,1020,1015,1019,1015,1015,1,1014,1,1,1017,1016,1014,1018,1018,1,1014,1014,1018,0,1015,1015,1019,1020,1016,1,1017,1015,1013,1013,1018,1015,1019,0,1018,1019,1020,1014
3,0,6,4,0,3,0,3,1017,3,1016,1020,2,1013,1020,1019,4,1018,1020,1015,3,1020,1017,3,2,0,3,1,1018,1,1020,1,0,0,4,3,1017,1020,1,5,1,4,4,1019,7,5,0,1,1,1,4,1020,2,0,1020,2,3,2,1018,5,0,1018,1,1018,1020
1018,0,3,0,1020,1019,1019,1017,1013,1,1014,0,5,7,1018,1016,1020,1019,4,0,3,1,1018,1018,1018,0,0,1019,1017,1018,1018,4,1020,1018,1017,1016,1018,1,1017,1,1020,1017,1018,1017,1,2,1019,1,1017,1016,0,1020,1012,1020,1020,1016,2,1015,1,1019,1018,1017,1014,1018,1017
1,0,1020,1019,1014,3,1015,1018,1020,1015,1018,1015,1014,1012,1011,1018,1012,1018,1018,1015,1015,1018,1,1015,1016,1019,1017,1018,1019,1019,2,1015,1014,1012,1018,1018,1016,1016,1020,1014,1013,1017,1016,1018,1014,1012,1011,1014,2,1010,1017,1016,1013,1016,0,1013,1017,1012,1015,2,1010,1012,1016,1016,1016
1016,0,1013,1017,1019,1017,1017,1017,1017,1014,0,1019,1020,1013,3,1019,0,1018,1014,1020,1019,0,1016,1018,1019,1019,1016,1,1019,1015,1,1017,1018,1,1018,1016,1020,1015,1018,1015,0,1015,1016,1016,1019,1018,0,7,1017,1014,1020,1017,0,1,1018,1019,1016,4,1020,0,1018,1018,1019,1017,3
0,0,1015,1017,1009,1015,1013,1019,1018,1016,1014,1016,1012,1,1017,1012,1020,1010,1016,1017,1014,1015,1018,1012,1019,1016,1016,1016,1019,1013,0,1018,1015,1011,1016,1018,1020,1017,1013,1016,1012,1013,1016,3,1017,1013,0,1017,1020,1015,0,1014,1017,1008,1018,1017,1015,1018,1016,1020,1019,1019,1014,1014,1015
1013,0,1019,1019,1017,2,1,1014,1016,1018,3,1020,1016,3,1019,1018,1017,1019,4,1018,1013,1,1020,1020,1013,1014,1017,1020,1015,0,1019,1016,1018,1016,1018,1011,1018,0,1020,1013,1018,1020,1016,1017,1020,2,1019,1015,1017,1016,3,0,1016,1020,1015,1015,1017,1018,1019,1020,0,1018,1016,1020,3
6,0,6,14,7,9,7,7,9,7,9,7,5,5,9,12,12,8,11,7,7,6,1,3,10,5,11,12,5,7,6,4,8,4,8,7,4,3,8,6,16,1,5,10,7,4,5,3,5,5,9,12,12,8,11,8,9,1,11,8,5,3,1,8,8
1020,0,0,7,2,3,1019,0,1019,1019,1017,1,1,2,0,5,0,3,4,4,1020,1020,1,2,3,3,1,5,2,3,4,1020,1,2,4,1020,1018,4,3,5,1016,3,0,1017,4,2,1014,7,1,1018,3,0,1020,5,3,0,2,0,1,1018,3,1,5,1018,2
1015,0,1016,2,1,1020,1019,5,1,1020,1016,0,1,1019,1018,2,1020,1,1017,1,1019,1018,0,1019,0,1017,2,1020,1017,1,1019,1017,1020,1019,1020,3,1020,1020,0,1013,0,1017,2,0,1016,1018,1017,1018,8,1017,2,2,0,2,4,1020,1,1,0,3,1,1018,3,0,7
2,0,1018,2,1020,0,3,1019,6,3,1016,2,1017,5,1019,1017,1019,1019,1018,1018,1,1017,1014,1017,1018,1,1019,2,1016,1018,0,1013,0,0,3,1,1017,1020,1018,1020,1016,1,0,1019,6,1020,1016,0,1018,1020,3,1,1018,1017,1015,4,2,3,3,1020,1020,0,1017,1,1018
11,0,8,6,3,1019,0,9,1019,0,6,3,7,7,6,6,1,5,4,7,4,7,2,5,7,12,2,5,8,4,5,7,5,2,2,0,8,2,6,4,7,5,4,8,6,1,4,4,8,6,7,8,8,11,1018,5,3,2,5,1020,7,3,2,11,6
12,0,7,5,7,7,8,5,5,7,6,0,12,7,8,10,4,2,10,5,0,4,4,1,10,9,8,6,8,9,8,4,6,6,9,7,5,5,13,8,6,6,3,11,7,4,10,3,9,7,1,12,10,8,12,5,4,4,9,8,3,3,9,5,6
1016,0,1012,1020,0,1019,1018,1017,3,1020,1018,1019,1020,1017,1018,1020,1017,1017,1018,1018,0,1018,1016,1016,1019,0,1020,1,1016,1015,2,0,1018,1019,1020,1018,1018,1018,1,1020,1020,1018,0,1019,1012,0,0,1019,2,1,1019,1019,1019,1019,1018,1014,1018,1020,1019,1014,1017,1015,1015,3,1019
2,0,6,1,2,2,0,1018,2,1020,4,0,1,1019,4,3,1020,3,1017,1015,2,2,0,5,6,1,1,3,6,1019,1020,1020,1019,1018,1,2,1,4,4,1,1020,4,2,1019,9,1019,2,1020,5,0,6,3,1017,2,1016,0,1,4,6,3,1,0,6,2,1
1020,0,1017,1016,0,0,0,1011,1016,1016,1018,1009,1015,1012,1015,1020,1018,1,1018,1018,1014,1015,1018,1020,1016,1015,1018,1010,1016,1016,1010,1019,1014,1017,1019,1015,1,1014,1018,1018,1013,1013,1013,1018,1018,1018,1017,1018,1017,1018,1,1019,1017,1012,1018,1018,0,1013,1010,1019,1018,1016,1018,1017,1
1018,0,1016,1015,1020,1012,1014,1019,1016,0,1015,1020,1013,0,1,1019,1017,0,1019,1017,1014,1014,1018,1018,1016,1016,1,1019,0,1020,1019,5,1012,1016,1014,1016,1017,1009,1017,1014,1017,1016,1018,1018,1009,1018,1019,1014,2,1012,5,1020,1014,1013,1015,1016,1013,1020,1017,1019,1013,1018,1014,1016,1
4,0,5,7,6,2,4,9,5,7,12,9,6,6,2,10,5,1,1020,10,6,7,8,6,6,8,7,5,0,6,8,1,0,8,11,8,1,3,3,7,4,0,7,6,8,8,7,9,6,3,6,2,4,3,5,9,6,7,6,3,8,9,8,5,8
6,0,7,5,7,6,6,8,7,4,3,8,5,11,6,8,12,3,8,8,5,8,2,7,4,11,9,1020,7,9,8,8,5,4,4,8,11,6,14,4,6,0,2,5,6,5,5,8,2,7,8,2,5,5,6,5,4,6,4,2,10,2,2,5,4
